stop_id,route_id,stop_name,route_long_name,wheelchair_boarding
IDFM:monomodalStopPlace:411482,IDFM:C02368,Montargis,TER Centre - Val de Loire,0
IDFM:471867,IDFM:C02368,Nemours - Saint-Pierre,TER Centre - Val de Loire,0
IDFM:monomodalStopPlace:43245,IDFM:C02368,Nemours-Saint-Pierre,TER Centre - Val de Loire,1
IDFM:monomodalStopPlace:479035,IDFM:C02368,Paris-Bercy Bourgogne - Pays d'Auvergne,TER Centre - Val de Loire,0
IDFM:monomodalStopPlace:411492,IDFM:C02370,Dreux,TER Normandie,0
IDFM:monomodalStopPlace:43238,IDFM:C02370,Gare Montparnasse,TER Normandie,1
IDFM:472407,IDFM:C02370,Versailles Chantiers,TER Normandie,0
IDFM:471056,IDFM:C02375,Bréval,TER Normandie,0
IDFM:470928,IDFM:C02375,Bueil,TER Normandie,0
IDFM:monomodalStopPlace:58566,IDFM:C02375,Gare Saint-Lazare,TER Normandie,1
IDFM:472625,IDFM:C02375,Mantes-la-Jolie,TER Normandie,0
IDFM:monomodalStopPlace:411365,IDFM:C02375,Évreux Normandie,TER Normandie,0
IDFM:486824,IDFM:C02528,Cité-Jardin,T10,1
IDFM:486812,IDFM:C02528,Hôpital Béclère,T10,1
IDFM:486810,IDFM:C02528,Jardin Parisien,T10,1
IDFM:486834,IDFM:C02528,La Croix de Berny,T10,1
IDFM:486842,IDFM:C02528,LaVallée,T10,1
IDFM:486814,IDFM:C02528,Le Hameau,T10,1
IDFM:486826,IDFM:C02528,Les Peintres,T10,1
IDFM:486820,IDFM:C02528,Malabry,T10,1
IDFM:486818,IDFM:C02528,Noveos,T10,1
IDFM:486816,IDFM:C02528,Parc des Sports,T10,1
IDFM:486830,IDFM:C02528,Petit-Châtenay,T10,1
IDFM:486828,IDFM:C02528,Théâtre La Piscine,T10,1
IDFM:486822,IDFM:C02528,Vallée aux Loups,T10,1
IDFM:486973,IDFM:C02529,Amédée Gordini,T12,1
IDFM:486963,IDFM:C02529,Bois Briard,T12,1
IDFM:486967,IDFM:C02529,Bois de Saint-Eutrope,T12,1
IDFM:486957,IDFM:C02529,Champlan,T12,1
IDFM:486892,IDFM:C02529,Chilly-Mazarin,T12,1
IDFM:486976,IDFM:C02529,Coteaux de l'Orge,T12,1
IDFM:486970,IDFM:C02529,Ferme Neuve,T12,1
IDFM:486889,IDFM:C02529,Gravigny Balizy,T12,1
IDFM:486897,IDFM:C02529,Longjumeau,T12,1
IDFM:494313,IDFM:C02529,Massy - Palaiseau,T12,1
IDFM:486960,IDFM:C02529,Massy Europe,T12,1
IDFM:486978,IDFM:C02529,Parc du Château,T12,1
IDFM:486888,IDFM:C02529,Petit Vaux,T12,1
IDFM:486965,IDFM:C02529,Traité de Rome,T12,1
IDFM:486898,IDFM:C02529,Épinay-sur-Orge,T12,1
IDFM:486902,IDFM:C02529,Évry - Courcouronnes,T12,1
IDFM:monomodalStopPlace:43091,IDFM:C02711,Bièvres,V,0
IDFM:monomodalStopPlace:43083,IDFM:C02711,Igny,V,0
IDFM:monomodalStopPlace:43136,IDFM:C02711,Jouy-en-Josas,V,0
IDFM:monomodalStopPlace:58774,IDFM:C02711,Massy - Palaiseau,V,1
IDFM:monomodalStopPlace:57674,IDFM:C02711,Petit Jouy Les Loges,V,0
IDFM:monomodalStopPlace:43215,IDFM:C02711,Vauboyen,V,0
IDFM:monomodalStopPlace:43219,IDFM:C02711,Versailles Chantiers,V,1
IDFM:492420,IDFM:C02732,Couilly - Saint-Germain - Quincy,T14,1
IDFM:492424,IDFM:C02732,Crécy-la-Chapelle,T14,1
IDFM:492416,IDFM:C02732,Esbly,T14,1
IDFM:492418,IDFM:C02732,Montry - Condé,T14,1
IDFM:492422,IDFM:C02732,Villiers Montbarbin,T14,1
